Timestamp,User,IP,Action,Query_Count,Session_ID,Anomalie
2026-01-20 13:24:23+00:00,l.moreau ,112.108.176.141 ,LOGOUT ,0,SID523854,IP externe suspecte
2026-01-20 13:32:02+00:00,d.michel ,97.171.103.42 ,EXPORT ,0,SID757201,IP externe suspecte
2026-01-20 13:33:32+00:00,p.leroy ,99.170.86.55 ,LOGIN ,0,SID832220,IP externe suspecte
2026-01-20 13:42:11+00:00,e.boyer ,89.10.246.142 ,EXPORT ,0,SID311499,IP externe suspecte
2026-01-20 13:44:29+00:00,l.moreau ,155.55.225.211 ,LOGIN ,0,SID142882,IP externe suspecte
2026-01-20 13:45:19+00:00,s.durand ,134.219.27.243 ,EXPORT ,0,SID295009,IP externe suspecte
2026-01-20 13:55:32+00:00,l.moreau ,175.254.96.26 ,EXPORT ,0,SID710475,IP externe suspecte
2026-01-20 14:22:39+00:00,v.lefebvre ,138.211.145.198 ,LOGIN ,0,SID761404,IP externe suspecte
2026-01-20 14:33:24+00:00,a.martin ,155.188.250.65 ,LOGOUT ,0,SID495403,IP externe suspecte
2026-01-20 14:54:34+00:00,j.dupont ,119.82.52.230 ,EXPORT ,0,SID114865,IP externe suspecte
2026-01-20 14:59:08+00:00,l.moreau ,106.48.196.153 ,EXPORT ,0,SID593604,IP externe suspecte
2026-01-20 15:00:02+00:00,f.laurent ,145.75.243.134 ,LOGIN ,0,SID221053,IP externe suspecte
2026-01-20 15:13:52+00:00,v.lefebvre ,196.215.198.24 ,LOGIN ,0,SID484365,IP externe suspecte
2026-01-20 15:25:24+00:00,v.lefebvre ,194.71.173.202 ,LOGOUT ,0,SID139814,IP externe suspecte
2026-01-20 15:31:06+00:00,t.simon ,118.182.192.122 ,SEARCH ,0,SID809756,IP externe suspecte
2026-01-20 15:33:23+00:00,t.simon ,92.139.10.124 ,LOGIN ,0,SID568178,IP externe suspecte
2026-01-20 15:44:36+00:00,p.leroy ,143.29.95.42 ,EXPORT ,0,SID544371,IP externe suspecte
2026-01-20 15:48:00+00:00,v.lefebvre ,141.1.70.12 ,EXPORT ,0,SID914534,IP externe suspecte
2026-01-20 16:03:22+00:00,l.moreau ,154.72.11.213 ,EXPORT ,0,SID549289,IP externe suspecte
2026-01-20 16:10:30+00:00,s.durand ,150.53.171.218 ,LOGOUT ,0,SID350089,IP externe suspecte
2026-01-20 16:36:13+00:00,r.garnier ,177.231.188.69 ,EXPORT ,0,SID343273,IP externe suspecte
2026-01-20 17:03:40+00:00,p.leroy ,149.221.140.225 ,SEARCH ,0,SID678139,IP externe suspecte
2026-01-20 17:04:59+00:00,d.michel ,128.56.23.153 ,SEARCH ,0,SID389262,IP externe suspecte
2026-01-20 17:05:28+00:00,v.lefebvre ,187.61.249.223 ,LOGOUT ,0,SID353983,IP externe suspecte
2026-01-20 17:08:41+00:00,c.robert ,185.122.119.241 ,LOGOUT ,0,SID998536,IP externe suspecte
2026-01-20 17:10:19+00:00,c.robert ,93.18.123.219 ,LOGOUT ,0,SID313559,IP externe suspecte
2026-01-20 17:13:07+00:00,a.martin ,104.26.123.124 ,LOGOUT ,0,SID199035,IP externe suspecte
2026-01-20 17:21:46+00:00,n.chevalier ,85.247.106.72 ,EXPORT ,0,SID875389,IP externe suspecte
2026-01-20 17:21:51+00:00,s.durand ,161.12.110.128 ,LOGIN ,0,SID223294,IP externe suspecte
2026-01-20 17:27:07+00:00,j.dupont ,152.208.76.22 ,SEARCH ,0,SID299058,IP externe suspecte
2026-01-20 17:45:19+00:00,j.dupont ,87.205.247.39 ,LOGIN ,0,SID450387,IP externe suspecte
2026-01-20 17:53:35+00:00,d.michel ,196.160.43.37 ,SEARCH ,0,SID286897,IP externe suspecte
2026-01-20 18:12:11+00:00,a.martin ,151.23.118.20 ,SEARCH ,0,SID777024,IP externe suspecte
2026-01-20 18:14:39+00:00,r.garnier ,199.110.145.171 ,LOGOUT ,0,SID644979,IP externe suspecte
2026-01-20 18:23:29+00:00,c.robert ,183.232.105.160 ,LOGIN ,0,SID843386,IP externe suspecte
2026-01-20 18:24:44+00:00,m.bernard ,121.237.216.231 ,LOGOUT ,0,SID275681,IP externe suspecte
2026-01-20 18:39:40+00:00,p.leroy ,108.195.198.145 ,LOGOUT ,0,SID564038,IP externe suspecte
2026-01-20 18:42:51+00:00,f.laurent ,100.124.65.105 ,EXPORT ,0,SID497740,IP externe suspecte
2026-01-20 18:45:13+00:00,j.dupont ,92.226.48.59 ,LOGIN ,0,SID172893,IP externe suspecte
2026-01-20 18:48:19+00:00,c.robert ,162.83.95.11 ,LOGIN ,0,SID913890,IP externe suspecte
2026-01-20 19:04:25+00:00,v.lefebvre ,169.149.6.165 ,LOGIN ,0,SID125112,IP externe suspecte
2026-01-20 19:04:43+00:00,r.garnier ,169.161.62.40 ,EXPORT ,0,SID832181,IP externe suspecte
2026-01-20 19:11:36+00:00,c.robert ,138.198.199.39 ,SEARCH ,0,SID819582,IP externe suspecte
2026-01-20 19:24:44+00:00,n.chevalier ,198.123.250.173 ,LOGIN ,0,SID810436,IP externe suspecte
2026-01-20 19:26:22+00:00,s.durand ,87.32.20.160 ,EXPORT ,0,SID605510,IP externe suspecte
2026-01-20 19:37:28+00:00,p.leroy ,80.108.28.79 ,LOGOUT ,0,SID600539,IP externe suspecte
2026-01-20 19:40:17+00:00,n.chevalier ,128.116.125.147 ,LOGIN ,0,SID107642,IP externe suspecte
2026-01-20 19:48:47+00:00,j.dupont ,189.96.138.178 ,LOGIN ,0,SID664314,IP externe suspecte
2026-01-20 19:54:25+00:00,m.bernard ,86.32.131.177 ,LOGIN ,0,SID890939,IP externe suspecte
2026-01-20 19:57:15+00:00,m.bernard ,164.243.32.114 ,SEARCH ,0,SID593658,IP externe suspecte
2026-01-20 21:00:45+00:00,e.boyer ,10.19.1.130 ,LOGIN ,0,SID712178,Acces hors horaires
2026-01-20 21:01:43+00:00,d.michel ,10.25.24.228 ,LOGIN ,0,SID159358,Acces hors horaires
2026-01-20 21:02:39+00:00,p.leroy ,10.26.96.207 ,SEARCH ,0,SID318609,Acces hors horaires
2026-01-20 21:04:31+00:00,p.leroy ,10.14.141.95 ,EXPORT ,0,SID276800,Acces hors horaires
2026-01-20 21:04:38+00:00,p.leroy ,194.19.247.153 ,SEARCH ,0,SID256881,IP externe suspecte
2026-01-20 21:04:38+00:00,p.leroy ,194.19.247.153 ,SEARCH ,0,SID256881,Acces hors horaires
2026-01-20 21:05:02+00:00,m.bernard ,10.12.240.222 ,SEARCH ,0,SID536995,Acces hors horaires
2026-01-20 21:05:21+00:00,p.leroy ,10.29.248.190 ,EXPORT ,0,SID224726,Acces hors horaires
2026-01-20 21:07:04+00:00,c.robert ,10.23.28.17 ,LOGOUT ,0,SID801085,Acces hors horaires
2026-01-20 21:12:52+00:00,v.lefebvre ,10.19.187.125 ,LOGOUT ,0,SID590196,Acces hors horaires
2026-01-20 21:14:26+00:00,l.moreau ,10.20.116.83 ,SEARCH ,0,SID755604,Acces hors horaires
2026-01-20 21:14:50+00:00,t.simon ,159.107.244.140 ,EXPORT ,0,SID161711,IP externe suspecte
2026-01-20 21:14:50+00:00,t.simon ,159.107.244.140 ,EXPORT ,0,SID161711,Acces hors horaires
2026-01-20 21:16:53+00:00,l.moreau ,143.130.104.67 ,SEARCH ,0,SID255623,IP externe suspecte
2026-01-20 21:16:53+00:00,l.moreau ,143.130.104.67 ,SEARCH ,0,SID255623,Acces hors horaires
2026-01-20 21:17:26+00:00,p.leroy ,10.25.158.82 ,LOGOUT ,0,SID907435,Acces hors horaires
2026-01-20 21:21:30+00:00,p.leroy ,10.29.152.201 ,LOGIN ,0,SID892416,Acces hors horaires
2026-01-20 21:21:31+00:00,n.chevalier ,10.15.112.220 ,LOGIN ,0,SID369340,Acces hors horaires
2026-01-20 21:22:21+00:00,l.moreau ,10.29.29.104 ,LOGIN ,0,SID249016,Acces hors horaires
2026-01-20 21:23:08+00:00,a.martin ,10.23.89.95 ,EXPORT ,0,SID732877,Acces hors horaires
2026-01-20 21:24:02+00:00,c.robert ,10.21.229.231 ,LOGOUT ,0,SID116491,Acces hors horaires
2026-01-20 21:24:19+00:00,m.bernard ,10.11.100.82 ,LOGOUT ,0,SID471394,Acces hors horaires
2026-01-20 21:24:40+00:00,v.lefebvre ,10.12.38.21 ,EXPORT ,0,SID318316,Acces hors horaires
2026-01-20 21:25:56+00:00,d.michel ,10.30.95.115 ,LOGOUT ,0,SID666306,Acces hors horaires
2026-01-20 21:29:31+00:00,t.simon ,10.16.210.3 ,EXPORT ,0,SID599055,Acces hors horaires
2026-01-20 21:29:47+00:00,v.lefebvre ,10.26.94.104 ,LOGOUT ,0,SID265834,Acces hors horaires
2026-01-20 21:30:58+00:00,r.garnier ,158.111.25.37 ,EXPORT ,0,SID954176,IP externe suspecte
2026-01-20 21:30:58+00:00,r.garnier ,158.111.25.37 ,EXPORT ,0,SID954176,Acces hors horaires
2026-01-20 21:32:11+00:00,v.lefebvre ,10.24.121.246 ,LOGOUT ,0,SID713926,Acces hors horaires
2026-01-20 21:33:06+00:00,c.robert ,10.20.120.197 ,SEARCH ,0,SID915818,Acces hors horaires
2026-01-20 21:33:14+00:00,t.simon ,10.16.224.71 ,SEARCH ,0,SID546489,Acces hors horaires
2026-01-20 21:35:57+00:00,d.michel ,10.16.16.6 ,EXPORT ,0,SID914490,Acces hors horaires
2026-01-20 21:36:03+00:00,c.robert ,10.28.236.63 ,LOGOUT ,0,SID218893,Acces hors horaires
2026-01-20 21:39:41+00:00,d.michel ,10.11.211.13 ,EXPORT ,0,SID178814,Acces hors horaires
2026-01-20 21:41:59+00:00,r.garnier ,10.23.132.60 ,LOGOUT ,0,SID276581,Acces hors horaires
2026-01-20 21:45:00+00:00,t.simon ,10.13.126.138 ,SEARCH ,0,SID462689,Acces hors horaires
2026-01-20 21:45:36+00:00,l.moreau ,137.100.161.148 ,LOGOUT ,0,SID459789,IP externe suspecte
2026-01-20 21:45:36+00:00,l.moreau ,137.100.161.148 ,LOGOUT ,0,SID459789,Acces hors horaires
2026-01-20 21:46:17+00:00,n.chevalier ,167.11.201.223 ,LOGOUT ,0,SID388187,IP externe suspecte
2026-01-20 21:46:17+00:00,n.chevalier ,167.11.201.223 ,LOGOUT ,0,SID388187,Acces hors horaires
2026-01-20 21:47:42+00:00,c.robert ,10.12.67.186 ,LOGOUT ,0,SID524800,Acces hors horaires
2026-01-20 21:48:30+00:00,j.dupont ,10.25.23.24 ,LOGOUT ,0,SID995158,Acces hors horaires
2026-01-20 21:49:14+00:00,f.laurent ,10.10.168.253 ,EXPORT ,0,SID590495,Acces hors horaires
2026-01-20 21:49:35+00:00,c.robert ,10.27.196.221 ,EXPORT ,0,SID225327,Acces hors horaires
2026-01-20 21:49:49+00:00,d.michel ,147.39.64.251 ,LOGOUT ,0,SID907043,IP externe suspecte
2026-01-20 21:49:49+00:00,d.michel ,147.39.64.251 ,LOGOUT ,0,SID907043,Acces hors horaires
2026-01-20 21:52:44+00:00,j.dupont ,10.25.209.156 ,SEARCH ,0,SID317149,Acces hors horaires
2026-01-20 21:53:05+00:00,t.simon ,10.15.221.196 ,SEARCH ,0,SID481546,Acces hors horaires
2026-01-20 21:53:36+00:00,c.robert ,10.27.244.84 ,LOGOUT ,0,SID961597,Acces hors horaires
2026-01-20 21:53:39+00:00,n.chevalier ,10.14.241.249 ,LOGIN ,0,SID265135,Acces hors horaires
2026-01-20 21:56:18+00:00,t.simon ,10.11.94.28 ,LOGIN ,0,SID704512,Acces hors horaires
2026-01-20 21:56:47+00:00,c.robert ,10.11.193.188 ,SEARCH ,0,SID589271,Acces hors horaires
2026-01-20 22:00:49+00:00,s.durand ,10.27.116.160 ,EXPORT ,0,SID578021,Acces hors horaires
2026-01-20 22:02:16+00:00,s.durand ,10.14.196.176 ,SEARCH ,0,SID851953,Acces hors horaires
2026-01-20 22:02:56+00:00,t.simon ,10.25.233.144 ,EXPORT ,0,SID514086,Acces hors horaires
2026-01-20 22:03:42+00:00,c.robert ,10.21.177.105 ,EXPORT ,0,SID113690,Acces hors horaires
2026-01-20 22:05:35+00:00,e.boyer ,10.21.63.1 ,LOGOUT ,0,SID545185,Acces hors horaires
2026-01-20 22:06:09+00:00,j.dupont ,10.21.93.114 ,EXPORT ,0,SID154155,Acces hors horaires
2026-01-20 22:08:29+00:00,e.boyer ,10.21.10.42 ,SEARCH ,0,SID834202,Acces hors horaires
2026-01-20 22:08:50+00:00,a.martin ,10.18.162.117 ,LOGOUT ,0,SID856944,Acces hors horaires
2026-01-20 22:10:36+00:00,p.leroy ,10.29.73.170 ,LOGOUT ,0,SID190562,Acces hors horaires
2026-01-20 22:14:21+00:00,r.garnier ,10.11.13.152 ,LOGIN ,0,SID546793,Acces hors horaires
2026-01-20 22:19:19+00:00,c.robert ,10.14.29.39 ,LOGIN ,0,SID293775,Acces hors horaires
2026-01-20 22:20:24+00:00,r.garnier ,98.102.197.182 ,EXPORT ,0,SID530501,IP externe suspecte
2026-01-20 22:20:24+00:00,r.garnier ,98.102.197.182 ,EXPORT ,0,SID530501,Acces hors horaires
2026-01-20 22:22:05+00:00,r.garnier ,164.19.168.221 ,LOGOUT ,0,SID900707,IP externe suspecte
2026-01-20 22:22:05+00:00,r.garnier ,164.19.168.221 ,LOGOUT ,0,SID900707,Acces hors horaires
2026-01-20 22:25:26+00:00,d.michel ,10.24.176.178 ,LOGIN ,0,SID842878,Acces hors horaires
2026-01-20 22:26:27+00:00,f.laurent ,10.30.119.30 ,LOGOUT ,0,SID166309,Acces hors horaires
2026-01-20 22:29:11+00:00,n.chevalier ,94.187.252.82 ,LOGIN ,0,SID592108,IP externe suspecte
2026-01-20 22:29:11+00:00,n.chevalier ,94.187.252.82 ,LOGIN ,0,SID592108,Acces hors horaires
2026-01-20 22:33:21+00:00,t.simon ,10.15.145.19 ,EXPORT ,0,SID228980,Acces hors horaires
2026-01-20 22:34:09+00:00,j.dupont ,10.12.98.175 ,LOGOUT ,0,SID141437,Acces hors horaires
2026-01-20 22:34:27+00:00,a.martin ,10.23.39.200 ,LOGIN ,0,SID495764,Acces hors horaires
2026-01-20 22:36:00+00:00,l.moreau ,10.19.33.249 ,EXPORT ,0,SID320782,Acces hors horaires
2026-01-20 22:37:05+00:00,l.moreau ,195.61.39.195 ,LOGOUT ,0,SID716599,IP externe suspecte
2026-01-20 22:37:05+00:00,l.moreau ,195.61.39.195 ,LOGOUT ,0,SID716599,Acces hors horaires
2026-01-20 22:37:14+00:00,t.simon ,10.17.115.203 ,LOGIN ,0,SID945090,Acces hors horaires
2026-01-20 22:39:09+00:00,v.lefebvre ,10.10.225.200 ,SEARCH ,0,SID112873,Acces hors horaires
2026-01-20 22:39:20+00:00,a.martin ,10.23.152.185 ,EXPORT ,0,SID467105,Acces hors horaires
2026-01-20 22:39:47+00:00,m.bernard ,10.21.55.58 ,LOGIN ,0,SID621706,Acces hors horaires
2026-01-20 22:41:48+00:00,r.garnier ,10.10.172.114 ,EXPORT ,0,SID709917,Acces hors horaires
2026-01-20 22:41:55+00:00,r.garnier ,10.19.198.225 ,LOGIN ,0,SID159160,Acces hors horaires
2026-01-20 22:43:22+00:00,l.moreau ,10.15.243.90 ,LOGOUT ,0,SID305236,Acces hors horaires
2026-01-20 22:48:02+00:00,f.laurent ,10.11.237.104 ,LOGOUT ,0,SID532480,Acces hors horaires
2026-01-20 22:49:05+00:00,d.michel ,10.29.22.41 ,SEARCH ,0,SID410657,Acces hors horaires
2026-01-20 22:49:24+00:00,n.chevalier ,10.22.170.252 ,EXPORT ,0,SID682752,Acces hors horaires
2026-01-20 22:50:02+00:00,s.durand ,10.19.231.172 ,LOGIN ,0,SID748487,Acces hors horaires
2026-01-20 22:51:02+00:00,j.dupont ,10.14.210.208 ,SEARCH ,0,SID218668,Acces hors horaires
2026-01-20 22:52:58+00:00,p.leroy ,10.16.102.91 ,EXPORT ,0,SID955230,Acces hors horaires
2026-01-20 22:54:41+00:00,v.lefebvre ,97.108.137.83 ,LOGOUT ,0,SID826664,IP externe suspecte
2026-01-20 22:54:41+00:00,v.lefebvre ,97.108.137.83 ,LOGOUT ,0,SID826664,Acces hors horaires
2026-01-20 22:55:14+00:00,t.simon ,10.23.129.104 ,LOGIN ,0,SID763001,Acces hors horaires
2026-01-20 22:55:36+00:00,e.boyer ,10.20.63.14 ,LOGIN ,0,SID978101,Acces hors horaires
2026-01-20 22:57:57+00:00,v.lefebvre ,10.21.194.30 ,EXPORT ,0,SID511930,Acces hors horaires
2026-01-20 22:58:49+00:00,r.garnier ,10.19.53.241 ,LOGOUT ,0,SID841111,Acces hors horaires
2026-01-20 23:02:15+00:00,m.bernard ,138.26.157.59 ,LOGOUT ,0,SID935719,IP externe suspecte
2026-01-20 23:02:15+00:00,m.bernard ,138.26.157.59 ,LOGOUT ,0,SID935719,Acces hors horaires
2026-01-20 23:03:12+00:00,m.bernard ,10.14.88.185 ,LOGOUT ,0,SID108636,Acces hors horaires
2026-01-20 23:03:41+00:00,j.dupont ,103.53.168.248 ,LOGOUT ,0,SID909836,IP externe suspecte
2026-01-20 23:03:41+00:00,j.dupont ,103.53.168.248 ,LOGOUT ,0,SID909836,Acces hors horaires
2026-01-20 23:03:46+00:00,a.martin ,10.23.206.15 ,EXPORT ,0,SID365215,Acces hors horaires
2026-01-20 23:05:39+00:00,d.michel ,10.12.115.51 ,SEARCH ,0,SID337994,Acces hors horaires
2026-01-20 23:05:50+00:00,v.lefebvre ,197.52.48.205 ,LOGOUT ,0,SID130212,IP externe suspecte
2026-01-20 23:05:50+00:00,v.lefebvre ,197.52.48.205 ,LOGOUT ,0,SID130212,Acces hors horaires
2026-01-20 23:06:56+00:00,d.michel ,195.97.55.143 ,LOGIN ,0,SID562207,IP externe suspecte
2026-01-20 23:06:56+00:00,d.michel ,195.97.55.143 ,LOGIN ,0,SID562207,Acces hors horaires
2026-01-20 23:07:29+00:00,r.garnier ,10.26.241.174 ,LOGOUT ,0,SID618061,Acces hors horaires
2026-01-20 23:09:19+00:00,a.martin ,10.21.244.219 ,EXPORT ,0,SID670229,Acces hors horaires
2026-01-20 23:12:05+00:00,m.bernard ,10.11.79.218 ,SEARCH ,0,SID147061,Acces hors horaires
2026-01-20 23:14:57+00:00,m.bernard ,10.27.41.154 ,SEARCH ,0,SID794283,Acces hors horaires
2026-01-20 23:17:08+00:00,n.chevalier ,10.18.145.123 ,LOGIN ,0,SID320881,Acces hors horaires
2026-01-20 23:17:14+00:00,n.chevalier ,10.11.252.158 ,EXPORT ,0,SID869621,Acces hors horaires
2026-01-20 23:17:28+00:00,j.dupont ,10.27.101.16 ,LOGIN ,0,SID296860,Acces hors horaires
2026-01-20 23:18:32+00:00,j.dupont ,10.12.142.221 ,LOGIN ,0,SID559470,Acces hors horaires
2026-01-20 23:19:11+00:00,j.dupont ,10.17.137.172 ,LOGOUT ,0,SID236502,Acces hors horaires
2026-01-20 23:21:42+00:00,j.dupont ,10.25.104.158 ,EXPORT ,0,SID506662,Acces hors horaires
2026-01-20 23:23:09+00:00,j.dupont ,10.12.111.10 ,LOGOUT ,0,SID316789,Acces hors horaires
2026-01-20 23:23:44+00:00,n.chevalier ,10.13.84.18 ,SEARCH ,0,SID383884,Acces hors horaires
2026-01-20 23:24:16+00:00,j.dupont ,10.19.225.222 ,LOGIN ,0,SID997723,Acces hors horaires
2026-01-20 23:25:12+00:00,l.moreau ,10.11.174.60 ,EXPORT ,0,SID500286,Acces hors horaires
2026-01-20 23:25:39+00:00,a.martin ,157.203.191.123 ,LOGOUT ,0,SID208491,IP externe suspecte
2026-01-20 23:25:39+00:00,a.martin ,157.203.191.123 ,LOGOUT ,0,SID208491,Acces hors horaires
2026-01-20 23:26:14+00:00,s.durand ,10.29.15.137 ,EXPORT ,0,SID474909,Acces hors horaires
2026-01-20 23:26:30+00:00,m.bernard ,10.13.226.55 ,EXPORT ,0,SID888711,Acces hors horaires
2026-01-20 23:26:41+00:00,m.bernard ,10.30.187.20 ,LOGOUT ,0,SID631636,Acces hors horaires
2026-01-20 23:27:52+00:00,n.chevalier ,84.191.37.114 ,EXPORT ,0,SID986017,IP externe suspecte
2026-01-20 23:27:52+00:00,n.chevalier ,84.191.37.114 ,EXPORT ,0,SID986017,Acces hors horaires
2026-01-20 23:29:10+00:00,a.martin ,10.14.33.237 ,LOGIN ,0,SID776622,Acces hors horaires
2026-01-20 23:29:32+00:00,p.leroy ,10.20.214.42 ,LOGOUT ,0,SID472391,Acces hors horaires
2026-01-20 23:30:00+00:00,m.bernard ,10.17.181.100 ,LOGIN ,0,SID573769,Acces hors horaires
2026-01-20 23:30:00+00:00,m.bernard ,10.21.110.61 ,SEARCH ,0,SID965824,Acces hors horaires
2026-01-20 23:32:59+00:00,v.lefebvre ,10.28.176.97 ,SEARCH ,0,SID913718,Acces hors horaires
2026-01-20 23:33:43+00:00,f.laurent ,10.10.67.16 ,EXPORT ,0,SID777198,Acces hors horaires
2026-01-20 23:33:48+00:00,v.lefebvre ,10.11.162.106 ,LOGOUT ,0,SID994232,Acces hors horaires
2026-01-20 23:36:59+00:00,s.durand ,10.26.135.36 ,EXPORT ,0,SID392026,Acces hors horaires
2026-01-20 23:37:14+00:00,a.martin ,10.12.148.247 ,SEARCH ,0,SID599214,Acces hors horaires
2026-01-20 23:39:15+00:00,m.bernard ,10.21.229.202 ,EXPORT ,0,SID511521,Acces hors horaires
2026-01-20 23:40:38+00:00,n.chevalier ,10.22.117.101 ,EXPORT ,0,SID660146,Acces hors horaires
2026-01-20 23:42:36+00:00,r.garnier ,10.21.101.62 ,EXPORT ,0,SID945590,Acces hors horaires
2026-01-20 23:42:54+00:00,j.dupont ,10.26.47.124 ,SEARCH ,0,SID752107,Acces hors horaires
2026-01-20 23:45:40+00:00,r.garnier ,116.112.138.105 ,LOGOUT ,0,SID501018,IP externe suspecte
2026-01-20 23:45:40+00:00,r.garnier ,116.112.138.105 ,LOGOUT ,0,SID501018,Acces hors horaires
2026-01-20 23:46:25+00:00,c.robert ,191.127.95.34 ,SEARCH ,0,SID506306,IP externe suspecte
2026-01-20 23:46:25+00:00,c.robert ,191.127.95.34 ,SEARCH ,0,SID506306,Acces hors horaires
2026-01-20 23:46:57+00:00,a.martin ,10.16.42.42 ,SEARCH ,0,SID867921,Acces hors horaires
2026-01-20 23:47:22+00:00,p.leroy ,10.25.179.13 ,SEARCH ,0,SID818232,Acces hors horaires
2026-01-20 23:47:26+00:00,n.chevalier ,10.13.43.56 ,EXPORT ,0,SID362993,Acces hors horaires
2026-01-20 23:49:23+00:00,f.laurent ,10.19.174.30 ,SEARCH ,0,SID987030,Acces hors horaires
2026-01-20 23:50:03+00:00,r.garnier ,10.11.50.125 ,LOGIN ,0,SID204471,Acces hors horaires
2026-01-20 23:52:05+00:00,d.michel ,10.25.197.224 ,SEARCH ,0,SID776304,Acces hors horaires
2026-01-20 23:52:07+00:00,c.robert ,10.24.29.78 ,SEARCH ,0,SID286445,Acces hors horaires
2026-01-20 23:54:56+00:00,s.durand ,10.20.116.69 ,SEARCH ,0,SID301584,Acces hors horaires
2026-01-20 23:57:21+00:00,m.bernard ,10.28.85.4 ,EXPORT ,0,SID735277,Acces hors horaires
2026-01-20 23:58:22+00:00,r.garnier ,10.11.232.121 ,SEARCH ,0,SID982111,Acces hors horaires
